Year	Authors	Title	Subtitle	ISBN number	Place of publishing	Publisher	Type of document (genre)	Language	Number of pages
2018		Krāso!	5+ gadi	9789934165078	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2018		Latvija	darbojies ar prieku!	9789934075551	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018	Metcena, Izabella	Mazā skiču pasaule	vairāk kā 40 radošu skiču projektu	9789984319391	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	96
2018	Hanāčkova, Pavla	Krāsas		9789934154607	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018	Hanāčkova, Pavla	Cipari		9789934154614	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018	Hanāčkova, Pavla	Formas		9789934154621	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018		Disney Princeses	košās krāsās; princešu labā sirds; ar skaistām uzlīmēm	9789934165108	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2018		Paw Patrol	sardzē!; krāsojamā grāmata	9789934165115	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Maša un Lācis	krāso aizrautīgi!	9789934165122	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Minnie	krāso!	9789934165139	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Aukstās svinības	krāso!	9789934165146	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Pūkaiņi un ķepaiņi	krāsojamā grāmata	9789934165153	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Hot Wheels	krāso un domā!	9789934165160	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018	Sanža, Silvija	Ku-kū! Dzīvnieku raksti		9789934164576	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Maša un Lācis	skatuves mākslinieki; krāsojamā grāmata ar uzlīmēm	9789934164767	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Barbie	krāso no sirds	9789934164774	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2018		Maša un Lācis	spēles un uzdevumi	9789934164736	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	22
2018		Paw Patrol	1000 uzlīmju; vairāk nekā 30 uzdevumu!	9789934164446	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	80
2018		Draudzīgie kucēni	krāsojamā grāmata	9789934165177	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018		Hot Wheels	krāsojamā grāmata	9789934165184	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	26
2018		Plunčāsimies!	lācēns; grāmatiņa rotaļām ūdenī	9789934075698	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2018		Plunčāsimies!	zaķēns; grāmatiņa rotaļām ūdenī	9789934075704	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2018		Piču, paču!	murrr!	9789934075711	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2018		Piču, paču!	pīp, pīp!	9789934075728	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2018		Vingrini rociņu!	3-4 gadi	9789934075742	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018		Disney Krāsu priekam	ar uzlīmēm	9789934165191	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2018		Maša un Lācis	zīmē punktu pa punktam	9789934165207	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Ziemassvētku darbiņi		9789934165221	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2018	Eglīte, Ausma	Rotāsim svētkus!		9789934194788	Rīga	Ausma Eglīte	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2018		Labirintu spēles		9789934073182	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	72
2018		Auto 123	iepazīsti skaitļus, raksti un krāso!	9789934165238	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018		Troļļi	krāso ar ūdeni!	9789934164804	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Vinnijs Pūks	Krāsu darbi mazākajiem	9789934165245	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Troļļi	koši un priecīgi; krāsojamā grāmata ar uzlīmēm	9789934164811	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Latvija	lasi, krāso, mini, uzzini; darbošanās grāmata	9789934154850	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Iepazīstam dzīvnieku pasauli	glaudāmgrāmatiņas	9789934076572	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	40
2018		Vāģi 3	raksti kopā ar vāģiem; uzdevumu grāmata ABC	9789934164835	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2018		Vāģi 3	skaiti kopā ar vāģiem; uzdevumu grāmata 123	9789934164828	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2018	Gulbe, Evija; Lošina, Linda	Koko un Riko darbošanās grāmata	2	9789934076589	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2018		Enchantimals	Krāso ar prieku!	9789934165252	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Enchantimals	krāsojamā grāmata	9789934165269	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Manas mīļlietiņas	pirmā puzle	9789934076671	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2018		Dzīvnieciņi	pirmā puzle	9789934076688	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2018		Skani, mana grāmatiņa!	dzīvnieki	9789934076695	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2018		Izkrāso Liepāju!			Liepāja	Liepājas pilsētas pašvaldības administrācija	Praktiskā, attīstošā literatūra bērniem	Latviešu	26
2018		Hot Wheels	ātruma vilinājums; krāsojamais albums	9789934165306	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	80
2018		Krāsojam auto			Rīga	KUMA	Praktiskā, attīstošā literatūra bērniem	Latviešu	18
2018		Disney Vinnijs Pūks	zīmē punktu pa paunktam	9789934165313	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Sofija Pirmā	priecīgās krāsās; ar uzlīmēm	9789934165320	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2018		Dzīvnieki	Izkrāso!	9789934077012	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2018		Pirāti	Izkrāso!	9789934077029	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2018		Princeses	Izkrāso!	9789934077036	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2018	Dmuchovskiene, Rasa	Zaķēns Ziķeris	Dzimšanas diena	9789934077043	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018	Dmuchovskiene, Rasa	Zaķēns Ziķeris	Es palīdzu māmiņai	9789934077050	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018		101 vārds	atver lodziņus!	9789934077081	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2018		Disney Ledus sirds	krāso kopā ar Olafu; vairāk nekā 20 uzlīmju	9789934165337	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	26
2018		Disney Draudzīgie kucēni	uzdevumu grāmata; ar uzlīmēm	9789934165344	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2018		Krāso un līmē!	no punkta uz punktu; labākie draugi	9789934165399	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2018		Krāso un līmē!	no punkta uz punktu; lauku sētā	9789934165405	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2018	Nikolasa, Birgita	Mazā mārīte un viņas draugi	mana glāstāmgrāmatiņa	9789934074691	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2018		Princeses	pasaku valstībā; saliec attēlus!	9789934165412	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2018		Mikija klubiņš	ceļojumā; saliec attēlus!	9789934165429	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2018		Sākam rēķināt	pavisam viegli!	9789934077432	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		100 vārdi	pavisam viegli!	9789934077449	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Vingrinām rociņu	pavisam viegli!	9789934077456	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Mana pasaule	lodziņu grāmata	9789934074318	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2018		Laukos	lodziņu grāmata	9789934074301	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2018		Vārdi	es jau mācos!	9789934077487	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018		Skaitļi	es jau mācos!	9789934077494	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018		Dzīvnieki	es jau mācos!	9789934077500	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018		Manas jaunās krustvārdu mīklas	raksti vārdiņus un meklē līmbildes!	9789934162640	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	26
2018		Manas jaunās vārdu mīklas	raksti vārdiņus un meklē līmbildes!	9789934162657	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	26
2018		Krāsas	es jau mācos!	9789934077531	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018		101 vārds	dzīvnieki	9789934074325	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	18
2018		101 vārds	mājās	9789934074332	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	18
2018		101 vārds	mana pasaule	9789934074349	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	18
2018		Jauki dzīvnieciņi		9789934165443	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018		Meža iemītnieki		9789934165450	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018	Ērmane, Signe	mani mājdzīvnieki		9789934155048	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018		Laukos	koka grāmatiņa	9789934077609	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2018		Brauksim!	koka grāmatiņa	9789934077616	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2018		Vinnijs Pūks	Krāsošanas māksla	9789934165474	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2018		Brīnumu zemes stāsti ar princešu mīluļiem	Izkrāso mandalas!	9789934165481	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Paw Patrol	Ķepu patruļas varoņdarbi	9789934165498	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2018		My Little Pony	Jautrā diena Ponijvilā; krāsojamā grāmata ar uzlīmēm	9789934165504	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	18
2018		Hot Wheels	Skaitļu virpulī	9789934165511	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2018		Hot Wheels	Burtu lokos	9789934165528	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2018		Dzīvnieki lauku sētā	krāsojamā grāmata	9789934165535	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Zirgu pasaulē	krāsojamā grāmata	9789934165542	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Dzīvnieku mazuļi	kurš te paslēpies?	9789934077661	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Mājas mīluļi	kurš te paslēpies?	9789934077678	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Spider-Man	uzdevumi; ar uzlīmēm	9789934165559	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Minnie	man patīk krāsot	9789934165566	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018	Pikiene, Irma	Zaķēns Ziķeris mācās skaitīt		9789934077869	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018	Pikiene, Irma	Zaķēns Ziķeris iepazīst krāsas		9789934077876	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018	Pikiene, Irma	Zaķēns Ziķeris atrod draugus		9789934077883	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018		Man patīk vienradži	aizraujoši uzdevumi	9789934077999	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	44
2018	Pikiene, Irma	Zaķēns Ziķeris mācās būt vērīgs		9789934078002	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2018		Mani pirmie 100 dzīvnieki		9789934165580	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Mani pirmie 100 braucamrīki		9789934165597	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Enchantimals	sirsnīgi uzdevumi ar uzlīmēm	9789934165603	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Burti	mācies rakstīt!	9789934165610	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018		Cipari	mācies rakstīt!	9789934165627	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018		Barbie	Rozā piedzīvojums	9789934165634	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Troļļi	Laiks jautrībai!; krāsojamā grāmata ar uzlīmēm	9789934165641	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Disney Princeses	1001 uzlīme; ar milzīgu sienas līmbildi!	9789934165658	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2018		Lieliskie 2	uzdevumu grāmata; ar uzlīmēm	9789934164798	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2018		Lieliskie 2	krāsojamā grāmata; ar uzlīmēm	9789934164781	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2018		Paw Patrol	ķepu patruļas piedzīvojumi; trīs aizraujoši stāsti...	9789934164880	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	70
2018		Jautrās dēkas	grāmata ar uzlīmēm	9789934052309	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	40
2018		Aizraujošie piedzīvojumi	grāmata ar uzlīmēm	9789934052316	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	40
2018		Mazais princis	darbošanās grāmata ar uzlīmēm	9789934074547	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2018		Mazais princis	darbošanās grāmata ar uzlīmēm	9789934074530	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2018	Ērmane, Signe	Mani meža dzīvnieki		9789934155284	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018		Vāģi	ziemassvētku krāsās; ar uzlīmēm	9789934165689	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Minnie	uzzīmē un nodzēs!	9789934164873	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Vai tu tici vizuļradžiem?		9789934164897	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2018		Princeses	mana krāsojamā grāmata ar uzlīmēm	9789934165733	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Paw Patrol	Kucēnu krāsainie Ziemassvētki	9789934165740	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2018		Draudzīgie kucēni	aizrautīgās krāsās; ar uzlīmēm	9789934165757	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018		Donalds Daks	krāsojamā grāmata ar uzlīmēm	9789934165764	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2018		Vinnijs Pūks	krāsojamā grāmata ar uzlīmēm	9789934165771	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018		Littlest Pet Shop	krāsojamā grāmata	9789934165788	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Troļļi	krāsojamā grāmata	9789934165795	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Enchantimals	izkrāso!	9789934165801	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Paw Patrol	Izsaucam ķepu patruļu!; krāsojamā grāmata	9789934165818	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Princeses	Man patīk krāsot!	9789934165825	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Vāģi	krāso un risini zibenīgi!	9789934165924	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Rāmājana	krāsojamā un aktivitāšu grāmata	9789934575129	Rīga	Gaurāngas bhakti jogas biedrība	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2018		PJ Masks	krāsojamā grāmata ar uzlīmēm	9789934165948	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Vāģi	uzdevumi trasē; ar uzlīmēm	9789934165962	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2018		Meklē un atrodi!	lielā atloku grāmata	9789934160783	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	33
2018		Pārvērt ūdeni krāsās!	jautrie kukainīši	9789934079832	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Pārvērt ūdeni krāsās!	svētkus gaidot	9789934079849	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018	Bērziņa, Una	Latvijas dzīvnieki	krāsojamā grāmata	9789984970479	Rīga	Latvijas Dabas muzejs	Praktiskā, attīstošā literatūra bērniem	Latviešu	40
2018		Izkrāso Tutas lietas		9789934197130	Rīga	picture house	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		PJ Masks	iepazīsimies!; uzdevumu grāmata	9789934166204	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2018		Saule brauca debesīs	krāsojamā grāmata pēc Rozes Stiebras filmas motīviem	9789934155819	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Mana fejas uzlīmju rokassomiņa		9789984311005	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Mana modernā uzlīmju ģērbšanās grāmata		9789984311128	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2018		No punkta uz punktu	mana milzu uzlīmju aktivitāšu grāmata	9789984311241	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	72
2018		1001 lieta, kas jāsameklē		9789984311364	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2018		Izkrāso Preiļus			Preiļu novads	Preiļu novada dome	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2018		Darīsim kopā!	izkrāso pats!	9789934572036	Rīga	LIEGRA	Praktiskā, attīstošā literatūra bērniem	Latviešu	18
2018		Pavizināsimies!	izkrāso pats!; ar 16 uzlīmēm	9789934572043	Rīga	LIEGRA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Šerloka stāsti tavai drošībai	krāsojamā grāmata		Rīga	Slimību profilakses un kontroles centrs	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Sapņu mežs	izkrāso pats!	9789934572173	Rīga	LIEGRA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Tiekamies laukos!	izkrāso pats!; + 18 latviešu tautas mīklas	9789934572180	Rīga	LIEGRA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2018		Es mācos zīmēt dzīvniekus		9789934077425	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	64
2019		Sea Unites	2018; izstādes katalogs	9789934194450	Jūrmala	JŪRMALAS DIZAINS	Mākslas izstāžu katalogi	Latviešu; Angļu	58
2019		Latviešu tautasdziesmas	spēlēsim, dziedāsim!	9789934075513	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	26
2019		Mīļdzīvnieki		9789934076084	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Meža dzīvnieki		9789934076091	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2019		Mājdzīvnieki		9789934076107	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Trīs sivēntiņi	6 puzles	9789934076404	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Vilks un septiņi kazlēni	6 puzles	9789934076411	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Ansītis un Grietiņa		9789934076428	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Kur manas mājas?	saliec pusītes!	9789934076459	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	18
2019		Kur mans ēdiens?	saliec pusītes!	9789934076466	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	18
2019		Skaitīsim līdz 10	saliec pusītes!	9789934076473	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	18
2019		My Little Pony	Krāsošanas māksla; mandalas	9789934165276	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Sapņu tērpi princesēm		9789934077593	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Auto un moto	manas mašīnas	9789934077821	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2019		Īpašie auto	manas mašīnas	9789934077838	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2019		Darba mašīnas	manas mašīnas	9789934077845	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2019		Traktori	manas mašīnas	9789934077852	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2019		Gadalaiki	kustīgās bildītes	9789934077890	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Mežā	kustīgās bildītes	9789934077906	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Dzīvnieku mājoklīši	atver lodziņus un ieskaties	9789934078347	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019		My Little Pony	uzzīmē un nodzēs!	9789934165665	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Rūtiņu pa rūtiņai	Krāso kopā ar dinozauru	9789934165696	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Kucēns un draugi	mums patīk mācīties!	9789934078743	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Kaķēns un draugi	mums patīk mācīties!	9789934078750	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Vinnijs Pūks	100 pirmie vārdi	9789934165726	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	22
2019		Raibā pasaule	grāmata - puzle mazuļiem	9789934078934	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
