Year	Authors	Title	Subtitle	ISBN number	Place of publishing	Publisher	Type of document (genre)	Language	Number of pages
2019		Mani košie darbiņi (auto)	uzdevumi, izkrāsojami attēli un uzlīmes	9789934083433	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Manas mašīnas		9789934083464	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2019		Mani dzīvnieciņi		9789934083471	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2019		Sveiks, mazulīt!	mana pasaule; dūdulītim	9789934083488	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Sveiks, mazulīt!	dzīvnieki; dūdulītim	9789934083495	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Murr modes nams	Zvaigznes	9789934083501	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Murr modes nams	Draudzeņu diena	9789934083518	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Spider-man	Krāsojamais albums	9789934167041	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	80
2019	Priedīte, Baiba	Acumirkļi	izstādes katalogs	9789934535895	Daugavpils	Daugavpils Marka Rotko mākslas centrs	Mākslas izstāžu katalogi	Latviešu; Angļu; Krievu	36
2019		PJ Masks	kļūsti par varoni!; krāsojamā grāmata ar uzlīmēm	9789934167058	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Paw Patrol	Spēks slēpjas komandā; ar uzlīmēm	9789934167102	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Dzīvnieki lauku sētā	savieno punktiņus!	9789934083846	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Transports	savieno punktiņus!	9789934083853	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Princeses	krāso	9789934167119	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Pirāti	krāso	9789934167126	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Troļļi	krāsojamā grāmata	9789934167164	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Kur ir vienradzis?		9789934083914	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Zirgi	uzdevumu grāmata; krāso un risini!	9789934167188	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Vienradzīte Elza un viņas draugi	krrāso!	9789934167195	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Lieli un mazi braucamrīki	izkrāso!	9789934167201	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Maša un Lācis	Aizraujoši uzdevumi	9789934167218	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Peppa Pig	Atrodi cepuri!; uzlīmju grāmata	9789934167263	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Peppa Pig	Jautrās brīvdienas; uzdevumu grāmata ar uzlīmēm	9789934167270	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Pirmie vārdi	es mācos!; atloku grāmatiņa	9789934167287	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019		Dzīvnieki	es mācos!; atloku grāmatiņa	9789934167294	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019	Dmuchovskiene, Rasa	Zaķēns Ziķeris	Bērnudārzā	9789934084003	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Miljons kaķu	burvīgi ķepaiņi mierpilnai krāsošanai	9789934167317	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	64
2019		Miljons vienradžu	fantastiskas būtnes mierpilnai krāsošanai	9789934167324	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	64
2019	Peners, Bernds	Daudz mazi kustīgi dzīvnieki	mana pirmā pirkstiņspēļu grāmata	9789984312446	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019	Kesela, Karola fon	Četri dzīvnieki mežā	mana puzles grāmata	9789984312088	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019	Dmuchovskiene, Rasa	Zaķēns Ziķeris	Ziemassvētki	9789934084225	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Ledus sirds II	krāsojamā grāmata	9789934167348	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Ledus sirds II	Uzdevumu grāmata	9789934167355	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Barbie	krāso un priecājies!; ar uzlīmēm	9789934167362	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019	Moldane, Iluta	Mazulis krāso dzīvniekus		9789934559211	Rīga	IZDEVNIECĪBA ANNELE	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Ripulīši lipulīši	mums arī vajag!; dodamies iepirkties	9789934156700	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Ripulīši lipulīši	mēs arī gribam!; metamies piedzīvojumos	9789934156717	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Ripulīši lipulīši	mēs arī varam!; svinēsim dzimšanas dienu	9789934156724	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Ripulīši lipulīši	mēs arī protam!; jautri blēņojamies	9789934156731	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Lote, Roze un pazudušie pūķi	prāto un krāso!	9789934084539	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	40
2019	Powerpaola	I Couldn't Stop		9789934581137	Rīga	Grafiskie stāsti	Komiksi	Angļu	24
2019	Carré, Lilli	Open Molar		9789934581144	Rīga	Grafiskie stāsti	Komiksi	Angļu	24
2019	Mihailova, Liāna	Neverending Race		9789934581151	Rīga	Grafiskie stāsti	Komiksi	Angļu	24
2019	Hooyman, Kevin	Elemental Stars		9789934581168	Rīga	Grafiskie stāsti	Komiksi	Angļu	24
2019		sapņo, ceri... un Tev viss izdosies	daiļrades bloknots iedvesmai un motivācijai		Rīga	RAFFA	Krāsojamās grāmatas pieaugušajiem, mandalas	Latviešu	40
2019		Minecraft krāsošanai			Rīga	RAFFA	Krāsojamās grāmatas pieaugušajiem, mandalas	Latviešu	50
2019		Pieradini savu pūķi			Rīga	RAFFA	Krāsojamās grāmatas pieaugušajiem, mandalas	Latviešu	44
2019		Burvju pasaule ar Jūsu mīļākajiem mājdzīvniekiem un zvēriem			Rīga	RAFFA	Krāsojamās grāmatas pieaugušajiem, mandalas	Latviešu	50
2019		Zudusī dinozauru pasaule	izpēti un izkrāso		Rīga	RAFFA	Krāsojamās grāmatas pieaugušajiem, mandalas	Latviešu	52
2019		Mandalas Radošai meditācijai un enerģijas līdzsvarošanai			Rīga	RAFFA	Krāsojamās grāmatas pieaugušajiem, mandalas	Latviešu	96
2019		Mandalas Radošai meditācijai un enerģijas līdzsvarošanai			Rīga	RAFFA	Krāsojamās grāmatas pieaugušajiem, mandalas	Latviešu	96
2019		Ledus sirds	Lielā krāsojamā grāmata	9789934167409	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	96
2019		Kur ir Šons?	auniņa Šona piedzīvojumi	9789934084782	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Saposies ballītei!	uzlīmju grāmata	9789934074608	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Saposies modes skatei!	uzlīmju grāmata	9789934074615	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Karalis Lauva	Uzdevumu grāmata	9789934167416	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Princeses	Romantiskās krāsas	9789934167423	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Ziema	dzīvnieki dabā	9789934085000	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Vasara	dzīvnieki dabā	9789934085017	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Rudens	dzīvnieki dabā	9789934085024	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Pavasaris	dzīvnieki dabā	9789934085031	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Enchantimals	Krāso un domā	9789934167515	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Atbildīgs mazais liepājnieks	krāsojamā grāmata pirmklasniekiem		Liepāja	Liepājas pilsētas pašvaldības administrācija	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Mazie liepājnieki drošībā	krāsojamā grāmata pirmklasniekiem		Liepāja	Liepājas pilsētas pašvaldības administrācija	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Dzīvnieku grāmata pašiem mazākajiem		9789934167577	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Barbie	Sapņo! Tici! Sasniedz!; lielā krāsojamā un uzdevumu grāmata	9789934167584	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	40
2019		My Little Pony	Krāso ar prieku!	9789934167591	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Peppa Pig	Košās krāsas	9789934167607	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Minnie	Pušķi un krāsas	9789934167614	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Draudzīgie kucēni	Jautrās krāsas	9789934167621	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Aniņa ar Miķelīti apceļo suitu zemi	krāsojamā grāmatiņa	9789934199660	Alsungas novads	Suitu kultūras mantojums	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Hot Wheels	Trauksimies trasē; krāsojamā un uzdevumu grāmata	9789934167638	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	40
2019	Rozentāle, Līga	Apsveic Latviju!	uzdevumu un radošo darbu grāmata	9789934157004	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Kika Mika iet uz zooloģisko dārzu	jautri uzdevumi bērniem	9789934085611	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Nekārtības rūķītis ceļo droši		9789934085628	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Nekārtības rūķītis saudzē dabu		9789934085635	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Krāso kopā ar Kiku Miku		9789934085642	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Jauks stāstiņš mazajām rociņām	(lāčuks)	9789984312804	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2019		Jautrs stāstiņš mazajām rociņām	(kucēns)	9789984312927	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2019		Paw Patrol	Mācies ciparus!	9789934167690	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Paw Patrol	Mācies alfabētu!	9789934167706	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Meklē lietas!	priecīgus Ziemassvētkus!	9789984313764	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Zemnieku sētā	mana puzles grāmata	9789984313283	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019	Barisa, Unda	Jānis Daliņš		9789934191367	Valmiera	Valmieras Pārgaujas sākumskola	Komiksi	Latviešu	12
2019		Ugunsdzēsējs glābējs Guntiņš uz ceļa			Rīga	Valsts ugunsdzēsības un glābšanas dienests	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2019		Ugunsdzēsēju glābēju drauga lapsēna Guņa padomi "Kā pasargāt sevi un izglābties ugunsgrēkā?"	uzzini un izkrāso		Rīga	JCI Latvia	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2020		Lupatiņu māja	interaktīva uzdevumu grāmata	9789934574078	Rīga	Liels un mazs	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Manas pirmās krāsas		9789934166938	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Mani pirmie skaitļi		9789934166945	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Mani pirmie pretstati		9789934166952	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Manas pirmās figūras		9789934166969	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Pirmā krāsu grāmatiņa		9789934167133	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	22
2020		Dinozauri		9789934167386	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Dārzā		9789934167430	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	8
2020		Lietas, kas kustas		9789934167447	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	8
2020		Mācos rotaļājoties	Dzīvnieki	9789934085499	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	7
2020		Mācos rotaļājoties	Vārdiņi	9789934085505	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	7
2020	Lauka, Arita; Eglīte, Inese; Buboviča, Jana	Didaktisko materiālu komplekts	pirmsskolas un sākumskolas vecuma bērniem latviešu valodas apguvei	9789984829661	Rīga	Latviešu valodas aģentūra	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	1 kārba
2020		Peppa Pig	Pirmie vārdi; mana pirmā grāmatiņa	9789934167775	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	8
2020		Paw Patrol	Cipari; mana pirmā grāmatiņa	9789934167782	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	8
2020		Kas patīk trusītim?		9789934167881	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Pirmā tikšanās	mājas mīluļi	9789934167911	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Pirmā tikšanās	dzīvnieki laukos	9789934167980	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Krāsosim vienradžus, ziedus un putnus	krāsu kaleidoskops	9789934086229	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	64
2020	Ļenasa, Anna	Krāsu mošķis		9789934157462	Rīga	LATVIJAS MEDIJI	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	42
2020		Vai pazīsti?	Pulkstenis	9789934086342	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Vai pazīsti?	Krāsas	9789934086359	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	14
2020		Krāsas		9789934086502	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	22
2020		Burtiņi		9789934086519	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	22
2020		Mācies vārdiņus!		9789934086632	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Iepazīsti dzīvniekus!		9789934086649	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Skani, mana grāmatiņa!	pasaules dzīvnieki	9789934086670	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	14
2020		Mana mazā bibliotēka	pirmie vārdi (8 grāmatas)	9789934086687	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	80
2020		Mana mazā bibliotēka	viss ap mani (kārbā 8 grāmatas)	9789934086779	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	80
2020		Jūras dzelmē	atver un ieskaties!	9789934086861	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Dārzā	atver un ieskaties!	9789934086878	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Cālīts skaita līdz 5		9789934086984	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020	Garnett, Jaye	Mūū	atver un izpēti!; lodziņu grāmata	9789934168192	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Skaitļi		9789934087387	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	22
2020		Laukumi		9789934087394	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	22
2020	Vokere, Miranda	Svešzemju dzīvnieki	glaudāmgrāmatiņa	9789934087561	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020	Hīla, Sūzija	Brīnumainie vienradži	glaudāmgrāmatiņa	9789934087578	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Pārtika	kustīgās bildītes	9789934087707	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Mans ķermenis	kustīgās bildītes	9789934087714	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Labirinti	pavisam viegli!	9789934087738	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Dzīvnieki	atrodi un mācies!	9789934168291	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Braucamie	atrodi un mācies!	9789934168307	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		100 dzīvnieki	es mācos runāt	9789934088070	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	30
2020		100 vārdi	es mācos runāt	9789934088087	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	30
2020		Vau, vau!	glaudāmgrāmatiņa	9789934088094	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Ņau, ņau!	glaudāmgrāmatiņa	9789934088100	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Peppa Pig	Mana pirmā pužļu grāmata	9789934168444	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Ķipara akadēmija	Darbošanās un uzdevumu grāmatiņas; kompetenču pieeja pirmsskolas izglītībā (kārbā 10 grāmatas)	9789934088292	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	148
2020	Vanaga, Agnese	Mazo latvju pirmie vārdi		9789934088339	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	14
2020		ABeCe	mana pirmā burtu grāmata	9789934088520	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Pelītes Paulas bilžu vārdnīca		9789934168741	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	14
2020		Orķestris lai skan!		9789934089350	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		KU-KŪ!		9789934168888	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Labākie draugi	saliec attēlus!	9789934089862	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	10
2020		Krāsainie pirkstiņdarbi	suņi un kaķi	9789934090349	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	64
2020		Ķipara akadēmija	Darbošanās un uzdevumu grāmatiņas	9789934090639	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	136
2020	Putniņa, Hanele Zane	Katalogs			Rīga	Hanele Zane Putniņa	MĀKSLAS KATALOGI	Latviešu	86
2020	Putniņa, Hanele Zane	Catalogue			Rīga	Hanele Zane Putniņa	MĀKSLAS KATALOGI	Angļu	86
2020	Rūšifte, Kristina	Visi skaitās		9789934574504	Rīga	Liels un mazs	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	60
2020	Vanaga, Anete	colour away. dream away. love away...		9789934232336	Rīga	Anete Vanaga	KRĀSOJAMĀS GRĀMATAS PIEAUGUŠAJIEM, MANDALAS	Angļu; Latviešu	96
2020	Mielava, Iveta; Mielava, Marta Laima	Alfabēts atbrauc ar auto		9789934895715	Rīga	UPE TUVIEM UN TĀLIEM	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	68
2020	Erne, Andrea	Ko darām ziemā?		9789984315447	Rīga	MADRIS	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	14
2020	Zlemeša, Zane	New New Message	2nd. edition		Rīga	Popper	MĀKSLAS KATALOGI	Angļu	28
2020		Cipariņi	izkrāso pats!	9789934572401	Rīga	LIEGRA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	18
2020		Studio Pets	Mīļi un pūkaini	9789934166983	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Studio Pets	Jauki un draudzīgi	9789934166990	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Sāksim krāsot!	Man ir 2 gadi	9789934083525	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	48
2020		Sāksim krāsot!	Man ir 3 gadi	9789934083532	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	48
2020		Sāksim krāsot!	Man ir 4 gadi	9789934083549	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	48
2020		Sāksim krāsot!	Man ir 5 gadi	9789934083556	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	48
2020		Zvēri un abru taisītājs	izkrāso pats!	9789934572418	Rīga	LIEGRA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	18
2020		Kid-E-Cats	Trīs kaķēni; 100 uzlīmju	9789934167171	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Draudzīgie kucēni	Rotaļas ar krāsām	9789934167454	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
